ID_LOJA,NOME_LOJA,DATA,CONTAGEM_CLIENTES,VENDAS
510,ITACOATIARA,2025-07-12,1606,415
510,ITACOATIARA,2025-06-29,691,190
510,ITACOATIARA,2023-01-28,2173,586
510,ITACOATIARA,2025-01-19,703,64
510,ITACOATIARA,2025-03-31,3595,939
510,ITACOATIARA,2024-06-19,1748,402
510,ITACOATIARA,2022-11-16,2770,527
510,ITACOATIARA,2023-09-29,3584,1065
510,ITACOATIARA,2023-12-05,2376,641
510,ITACOATIARA,2023-05-22,2246,514
510,ITACOATIARA,2023-06-03,2301,638
510,ITACOATIARA,2023-03-17,1589,398
510,ITACOATIARA,2024-07-01,4133,1039
510,ITACOATIARA,2024-01-26,2116,546
510,ITACOATIARA,2024-06-15,1570,404
510,ITACOATIARA,2025-04-12,1588,394
510,ITACOATIARA,2024-08-14,1631,360
510,ITACOATIARA,2024-08-27,2208,528
510,ITACOATIARA,2023-06-04,726,242
510,ITACOATIARA,2024-09-17,3357,710
510,ITACOATIARA,2024-06-13,1560,364
510,ITACOATIARA,2025-08-20,1863,451
510,ITACOATIARA,2022-08-03,2363,644
510,ITACOATIARA,2024-06-27,3148,856
510,ITACOATIARA,2023-05-25,1961,502
510,ITACOATIARA,2024-04-01,3844,1023
510,ITACOATIARA,2024-05-09,2308,645
510,ITACOATIARA,2023-02-01,4116,1167
510,ITACOATIARA,2022-09-01,3328,1003
510,ITACOATIARA,2023-11-03,2960,869
510,ITACOATIARA,2023-07-13,1640,397
510,ITACOATIARA,2025-08-09,2145,609
510,ITACOATIARA,2022-08-22,2433,641
510,ITACOATIARA,2022-11-11,2353,611
510,ITACOATIARA,2024-07-30,2922,852
510,ITACOATIARA,2024-10-17,1440,309
510,ITACOATIARA,2025-03-15,1467,403
510,ITACOATIARA,2024-12-11,2312,562
510,ITACOATIARA,2025-03-17,1778,435
510,ITACOATIARA,2024-03-15,2043,476
510,ITACOATIARA,2024-08-30,3346,983
510,ITACOATIARA,2022-12-19,0,769
510,ITACOATIARA,2023-10-22,575,144
510,ITACOATIARA,2025-06-02,3046,815
510,ITACOATIARA,2024-09-04,2439,705
510,ITACOATIARA,2024-12-29,578,206
510,ITACOATIARA,2023-12-08,1414,324
510,ITACOATIARA,2023-10-19,2828,654
510,ITACOATIARA,2023-06-27,2293,655
510,ITACOATIARA,2024-02-23,2158,530
510,ITACOATIARA,2025-01-09,2036,525
510,ITACOATIARA,2025-08-29,3170,905
510,ITACOATIARA,2025-04-17,1977,515
510,ITACOATIARA,2025-03-22,1736,457
510,ITACOATIARA,2022-09-27,2382,587
510,ITACOATIARA,2025-02-05,2532,663
510,ITACOATIARA,2023-11-15,1161,273
510,ITACOATIARA,2023-09-19,1850,499
510,ITACOATIARA,2023-05-29,2931,778
510,ITACOATIARA,2023-05-09,2274,562
510,ITACOATIARA,2024-04-16,1743,440
510,ITACOATIARA,2022-08-28,570,159
510,ITACOATIARA,2022-12-05,3200,814
510,ITACOATIARA,2023-01-27,2611,627
510,ITACOATIARA,2023-04-12,1778,447
510,ITACOATIARA,2024-11-15,1853,513
510,ITACOATIARA,2024-02-28,2830,771
510,ITACOATIARA,2024-05-29,2311,866
510,ITACOATIARA,2025-07-18,1710,376
510,ITACOATIARA,2025-03-25,1995,486
510,ITACOATIARA,2022-07-02,2233,730
510,ITACOATIARA,2022-11-18,3538,600
510,ITACOATIARA,2023-01-19,2365,528
510,ITACOATIARA,2022-10-24,2810,621
510,ITACOATIARA,2023-07-17,1928,454
510,ITACOATIARA,2023-04-11,2145,548
510,ITACOATIARA,2024-01-21,599,168
510,ITACOATIARA,2024-05-16,1195,425
510,ITACOATIARA,2022-11-04,3584,971
510,ITACOATIARA,2022-09-26,2526,634
510,ITACOATIARA,2025-03-02,733,200
510,ITACOATIARA,2025-01-20,4272,938
510,ITACOATIARA,2023-12-13,2155,521
510,ITACOATIARA,2024-05-17,1295,434
510,ITACOATIARA,2025-08-28,2832,798
510,ITACOATIARA,2025-07-06,642,213
510,ITACOATIARA,2022-12-16,0,730
510,ITACOATIARA,2023-09-01,2862,827
510,ITACOATIARA,2023-03-03,2969,784
510,ITACOATIARA,2022-11-30,4747,1234
510,ITACOATIARA,2022-09-21,2643,584
510,ITACOATIARA,2023-11-26,675,188
510,ITACOATIARA,2024-12-16,2468,614
510,ITACOATIARA,2025-01-10,1958,504
510,ITACOATIARA,2025-06-13,1593,429
510,ITACOATIARA,2025-03-08,1589,452
510,ITACOATIARA,2022-09-14,2035,417
510,ITACOATIARA,2023-05-04,2421,682
510,ITACOATIARA,2024-01-25,1704,441
510,ITACOATIARA,2024-08-01,2524,730
510,ITACOATIARA,2024-11-02,1390,423
510,ITACOATIARA,2022-09-22,2414,621
510,ITACOATIARA,2022-11-25,3607,933
510,ITACOATIARA,2022-09-16,1808,362
510,ITACOATIARA,2023-06-13,1819,483
510,ITACOATIARA,2024-06-18,1887,465
510,ITACOATIARA,2024-08-05,2773,719
510,ITACOATIARA,2024-09-20,2060,509
510,ITACOATIARA,2024-05-15,1216,438
510,ITACOATIARA,2025-04-15,1955,471
510,ITACOATIARA,2025-02-01,2148,573
510,ITACOATIARA,2023-06-05,3327,824
510,ITACOATIARA,2024-09-23,2007,547
510,ITACOATIARA,2022-11-15,1609,383
510,ITACOATIARA,2025-03-26,1847,430
510,ITACOATIARA,2024-08-28,2154,601
510,ITACOATIARA,2023-06-21,2086,495
510,ITACOATIARA,2023-06-06,3127,756
510,ITACOATIARA,2023-05-20,1781,475
510,ITACOATIARA,2024-04-15,2146,568
510,ITACOATIARA,2024-06-02,566,195
510,ITACOATIARA,2022-07-30,2730,903
510,ITACOATIARA,2022-10-23,619,206
510,ITACOATIARA,2024-12-26,3098,882
510,ITACOATIARA,2024-07-25,1999,513
510,ITACOATIARA,2023-07-23,505,143
510,ITACOATIARA,2023-03-26,591,154
510,ITACOATIARA,2024-01-19,3338,813
510,ITACOATIARA,2022-08-26,1853,438
510,ITACOATIARA,2024-10-28,2361,615
510,ITACOATIARA,2023-07-29,2801,795
510,ITACOATIARA,2023-07-05,2761,726
510,ITACOATIARA,2024-04-11,1703,414
510,ITACOATIARA,2024-01-10,1857,443
510,ITACOATIARA,2022-10-04,0,882
510,ITACOATIARA,2025-01-29,1935,426
510,ITACOATIARA,2023-05-08,3131,768
510,ITACOATIARA,2024-03-19,1949,525
510,ITACOATIARA,2024-07-18,1718,425
510,ITACOATIARA,2025-05-31,2262,617
510,ITACOATIARA,2022-08-13,2283,595
510,ITACOATIARA,2022-10-09,0,197
510,ITACOATIARA,2023-04-01,2964,864
510,ITACOATIARA,2023-08-05,2258,614
510,ITACOATIARA,2024-05-04,2401,699
510,ITACOATIARA,2025-07-16,1547,361
510,ITACOATIARA,2022-10-28,3738,991
510,ITACOATIARA,2025-02-10,2500,579
510,ITACOATIARA,2023-08-21,1953,550
510,ITACOATIARA,2023-08-25,2187,621
510,ITACOATIARA,2023-06-24,1735,505
510,ITACOATIARA,2024-03-22,2095,504
510,ITACOATIARA,2024-04-28,608,176
510,ITACOATIARA,2024-07-09,2044,511
510,ITACOATIARA,2024-11-10,882,233
510,ITACOATIARA,2025-05-06,2759,704
510,ITACOATIARA,2024-04-06,2138,638
510,ITACOATIARA,2024-09-30,3495,910
510,ITACOATIARA,2023-11-23,1539,393
510,ITACOATIARA,2025-05-27,2109,521
510,ITACOATIARA,2022-07-23,1580,435
510,ITACOATIARA,2022-12-24,2663,848
510,ITACOATIARA,2023-08-16,1784,420
510,ITACOATIARA,2025-05-10,2553,766
510,ITACOATIARA,2025-05-03,1997,598
510,ITACOATIARA,2023-06-28,2316,652
510,ITACOATIARA,2025-02-26,2075,541
510,ITACOATIARA,2024-06-20,1968,463
510,ITACOATIARA,2024-08-19,1896,461
510,ITACOATIARA,2025-04-04,2324,631
510,ITACOATIARA,2022-11-12,2518,659
510,ITACOATIARA,2023-09-08,2738,770
510,ITACOATIARA,2024-07-20,0,470
510,ITACOATIARA,2024-09-21,1675,415
510,ITACOATIARA,2025-08-19,1597,419
510,ITACOATIARA,2023-01-26,2465,674
510,ITACOATIARA,2023-05-31,3498,999
510,ITACOATIARA,2023-10-25,2327,299
510,ITACOATIARA,2023-03-30,2882,695
510,ITACOATIARA,2023-07-02,695,181
510,ITACOATIARA,2023-07-16,613,184
510,ITACOATIARA,2024-06-22,1630,403
510,ITACOATIARA,2025-08-01,2593,720
510,ITACOATIARA,2023-02-28,4407,1277
510,ITACOATIARA,2023-12-10,1021,243
510,ITACOATIARA,2023-05-14,781,285
510,ITACOATIARA,2023-03-12,405,126
510,ITACOATIARA,2024-03-11,2137,474
510,ITACOATIARA,2025-08-03,632,216
510,ITACOATIARA,2025-01-24,1590,459
510,ITACOATIARA,2022-09-08,3368,815
510,ITACOATIARA,2024-12-14,1722,462
510,ITACOATIARA,2024-12-09,2426,607
510,ITACOATIARA,2023-06-22,1854,436
510,ITACOATIARA,2024-08-02,2515,731
510,ITACOATIARA,2024-04-10,1849,446
510,ITACOATIARA,2025-07-24,1692,402
510,ITACOATIARA,2025-05-17,1642,406
510,ITACOATIARA,2023-03-10,2166,545
510,ITACOATIARA,2024-01-05,2173,531
510,ITACOATIARA,2024-10-06,448,148
510,ITACOATIARA,2022-07-20,1899,519
510,ITACOATIARA,2022-12-08,1338,344
510,ITACOATIARA,2022-11-05,2851,813
510,ITACOATIARA,2024-12-10,3708,818
510,ITACOATIARA,2022-10-10,793,680
510,ITACOATIARA,2025-01-03,2671,665
510,ITACOATIARA,2024-07-17,1435,351
510,ITACOATIARA,2022-11-14,2961,724
510,ITACOATIARA,2025-03-23,501,130
510,ITACOATIARA,2024-01-14,237,80
510,ITACOATIARA,2024-08-18,434,137
510,ITACOATIARA,2022-08-09,2528,595
510,ITACOATIARA,2023-10-15,549,132
510,ITACOATIARA,2023-09-09,1724,468
510,ITACOATIARA,2023-04-21,1243,337
510,ITACOATIARA,2023-03-21,2035,459
510,ITACOATIARA,2024-02-02,2606,709
510,ITACOATIARA,2022-08-24,1726,474
510,ITACOATIARA,2025-02-07,2500,627
510,ITACOATIARA,2023-10-16,1890,403
510,ITACOATIARA,2023-10-09,2550,671
510,ITACOATIARA,2025-01-21,2343,620
510,ITACOATIARA,2025-07-03,2257,624
510,ITACOATIARA,2025-07-21,1961,479
510,ITACOATIARA,2023-01-13,1999,445
510,ITACOATIARA,2023-06-23,2034,517
510,ITACOATIARA,2025-04-20,498,149
510,ITACOATIARA,2024-09-14,1611,403
510,ITACOATIARA,2023-01-02,3360,867
510,ITACOATIARA,2025-03-29,2269,702
510,ITACOATIARA,2025-02-16,741,212
510,ITACOATIARA,2023-04-28,3506,955
510,ITACOATIARA,2024-11-06,2567,649
510,ITACOATIARA,2024-09-29,654,206
510,ITACOATIARA,2022-10-27,2261,551
510,ITACOATIARA,2023-07-19,1936,501
510,ITACOATIARA,2025-04-02,2434,569
510,ITACOATIARA,2024-08-31,2241,685
510,ITACOATIARA,2022-08-04,2303,640
510,ITACOATIARA,2022-12-23,2737,1108
510,ITACOATIARA,2023-01-10,2186,554
510,ITACOATIARA,2024-11-05,3303,738
510,ITACOATIARA,2023-12-15,2062,511
510,ITACOATIARA,2023-11-09,1829,503
510,ITACOATIARA,2023-09-17,544,150
510,ITACOATIARA,2024-08-26,2265,581
510,ITACOATIARA,2023-01-04,2980,739
510,ITACOATIARA,2025-07-25,2101,550
510,ITACOATIARA,2025-06-28,2450,637
510,ITACOATIARA,2025-05-05,3106,783
510,ITACOATIARA,2025-02-03,2908,770
510,ITACOATIARA,2024-12-12,2313,602
510,ITACOATIARA,2023-12-09,3413,768
510,ITACOATIARA,2023-07-20,1964,523
510,ITACOATIARA,2024-03-27,2485,649
510,ITACOATIARA,2025-08-31,607,153
510,ITACOATIARA,2025-05-20,2036,479
510,ITACOATIARA,2024-02-04,576,159
510,ITACOATIARA,2025-08-05,2298,602
510,ITACOATIARA,2023-01-18,2167,505
510,ITACOATIARA,2022-12-21,1959,772
510,ITACOATIARA,2025-03-09,794,224
510,ITACOATIARA,2024-12-08,633,187
510,ITACOATIARA,2023-07-03,3544,897
510,ITACOATIARA,2023-04-07,894,280
510,ITACOATIARA,2023-08-22,1886,466
510,ITACOATIARA,2025-04-01,2680,697
510,ITACOATIARA,2024-12-17,1932,478
510,ITACOATIARA,2025-03-24,2107,501
510,ITACOATIARA,2023-04-03,3479,883
510,ITACOATIARA,2025-06-21,1835,483
510,ITACOATIARA,2024-09-12,1746,422
510,ITACOATIARA,2022-07-10,528,172
510,ITACOATIARA,2025-02-28,3077,858
510,ITACOATIARA,2024-12-04,2354,623
510,ITACOATIARA,2023-06-09,2705,727
510,ITACOATIARA,2025-07-14,1841,490
510,ITACOATIARA,2024-07-19,0,337
510,ITACOATIARA,2023-02-10,1932,471
510,ITACOATIARA,2024-04-03,2279,682
510,ITACOATIARA,2024-07-11,1667,394
510,ITACOATIARA,2025-01-23,1734,448
510,ITACOATIARA,2025-01-07,2435,634
510,ITACOATIARA,2022-09-04,681,231
510,ITACOATIARA,2023-11-19,763,198
510,ITACOATIARA,2024-01-30,2894,767
510,ITACOATIARA,2025-06-23,2001,496
510,ITACOATIARA,2025-06-15,555,160
510,ITACOATIARA,2022-12-06,3258,819
510,ITACOATIARA,2022-12-18,0,193
510,ITACOATIARA,2025-01-16,1556,383
510,ITACOATIARA,2024-05-02,3307,906
510,ITACOATIARA,2024-09-11,1831,414
510,ITACOATIARA,2025-04-09,1710,414
510,ITACOATIARA,2025-08-10,683,244
510,ITACOATIARA,2022-10-22,2513,555
510,ITACOATIARA,2024-02-29,3845,1088
510,ITACOATIARA,2024-07-23,1188,528
510,ITACOATIARA,2025-07-30,2838,766
510,ITACOATIARA,2022-09-10,2343,588
510,ITACOATIARA,2023-11-10,1870,464
510,ITACOATIARA,2024-02-24,1620,381
510,ITACOATIARA,2025-08-26,1855,442
510,ITACOATIARA,2025-06-11,1790,476
510,ITACOATIARA,2022-12-31,3724,546
510,ITACOATIARA,2025-01-17,1485,341
510,ITACOATIARA,2022-12-11,0,239
510,ITACOATIARA,2023-07-07,3046,795
510,ITACOATIARA,2023-08-06,660,210
510,ITACOATIARA,2025-05-23,1847,465
510,ITACOATIARA,2022-11-27,1008,277
510,ITACOATIARA,2022-10-16,633,178
510,ITACOATIARA,2024-04-07,691,207
510,ITACOATIARA,2025-05-07,2733,713
510,ITACOATIARA,2025-03-28,3062,780
510,ITACOATIARA,2024-11-21,2094,556
510,ITACOATIARA,2024-05-06,2897,817
510,ITACOATIARA,2025-08-14,1464,360
510,ITACOATIARA,2022-08-07,663,199
510,ITACOATIARA,2024-03-21,1793,432
510,ITACOATIARA,2024-08-22,1755,472
510,ITACOATIARA,2024-05-25,1623,446
510,ITACOATIARA,2022-07-09,1841,529
510,ITACOATIARA,2023-02-23,3035,632
510,ITACOATIARA,2023-01-21,1959,452
510,ITACOATIARA,2022-10-29,2721,815
510,ITACOATIARA,2025-01-11,1492,392
510,ITACOATIARA,2023-03-25,1715,428
510,ITACOATIARA,2023-07-18,1761,442
510,ITACOATIARA,2023-03-14,1643,399
510,ITACOATIARA,2024-01-07,540,138
510,ITACOATIARA,2024-02-06,2586,600
510,ITACOATIARA,2024-03-03,646,250
510,ITACOATIARA,2025-07-01,2944,753
510,ITACOATIARA,2024-07-04,2503,610
510,ITACOATIARA,2022-08-08,3115,758
510,ITACOATIARA,2022-10-20,2476,569
510,ITACOATIARA,2025-02-17,3061,689
510,ITACOATIARA,2024-11-17,737,203
510,ITACOATIARA,2025-02-09,558,166
510,ITACOATIARA,2024-06-06,2817,779
510,ITACOATIARA,2024-06-30,851,277
510,ITACOATIARA,2025-04-06,719,218
510,ITACOATIARA,2023-04-08,2666,706
510,ITACOATIARA,2023-11-24,2471,646
510,ITACOATIARA,2023-11-12,710,222
510,ITACOATIARA,2025-08-27,2056,528
510,ITACOATIARA,2025-06-12,1792,481
510,ITACOATIARA,2023-09-26,2385,555
510,ITACOATIARA,2023-08-20,507,177
510,ITACOATIARA,2025-08-16,1624,476
510,ITACOATIARA,2025-06-07,2044,609
510,ITACOATIARA,2022-08-01,3668,1009
510,ITACOATIARA,2022-08-05,2790,761
510,ITACOATIARA,2023-11-13,2101,512
510,ITACOATIARA,2023-06-02,2762,784
510,ITACOATIARA,2024-10-18,3393,862
510,ITACOATIARA,2025-02-23,325,87
510,ITACOATIARA,2024-08-10,1881,535
510,ITACOATIARA,2025-05-09,2350,679
510,ITACOATIARA,2023-02-11,1748,423
510,ITACOATIARA,2022-11-19,2650,632
510,ITACOATIARA,2023-12-04,2676,687
510,ITACOATIARA,2023-09-04,2982,760
510,ITACOATIARA,2023-04-19,2025,552
510,ITACOATIARA,2023-08-13,664,198
510,ITACOATIARA,2023-04-14,1831,435
510,ITACOATIARA,2024-08-20,2014,513
510,ITACOATIARA,2023-01-24,2639,593
510,ITACOATIARA,2025-03-11,2031,487
510,ITACOATIARA,2024-06-07,2721,825
510,ITACOATIARA,2023-10-23,1749,677
510,ITACOATIARA,2023-10-18,3358,719
510,ITACOATIARA,2023-06-25,505,144
510,ITACOATIARA,2023-09-05,1174,325
510,ITACOATIARA,2023-06-18,533,144
510,ITACOATIARA,2024-04-17,1621,335
510,ITACOATIARA,2024-03-31,646,209
510,ITACOATIARA,2024-09-03,2679,748
510,ITACOATIARA,2024-06-17,2063,546
510,ITACOATIARA,2024-10-01,2759,752
510,ITACOATIARA,2024-10-15,1717,348
510,ITACOATIARA,2024-06-01,2340,655
510,ITACOATIARA,2023-01-25,2462,541
510,ITACOATIARA,2022-07-22,2053,511
510,ITACOATIARA,2024-09-02,3251,839
510,ITACOATIARA,2023-09-20,1981,512
510,ITACOATIARA,2023-08-02,2719,641
510,ITACOATIARA,2024-02-01,2557,701
510,ITACOATIARA,2024-05-11,1798,717
510,ITACOATIARA,2022-09-03,2555,735
510,ITACOATIARA,2024-12-18,2045,537
510,ITACOATIARA,2022-09-17,1884,474
510,ITACOATIARA,2023-11-29,2636,735
510,ITACOATIARA,2025-06-24,1963,508
510,ITACOATIARA,2025-08-30,2447,749
510,ITACOATIARA,2025-07-28,2742,708
510,ITACOATIARA,2023-01-17,1698,350
510,ITACOATIARA,2024-01-09,1839,475
510,ITACOATIARA,2023-04-13,1481,360
510,ITACOATIARA,2024-06-12,1847,469
510,ITACOATIARA,2024-02-05,2869,749
510,ITACOATIARA,2024-08-04,597,218
510,ITACOATIARA,2025-07-13,528,160
510,ITACOATIARA,2022-10-31,4211,976
510,ITACOATIARA,2025-03-12,1808,429
510,ITACOATIARA,2024-12-22,682,216
510,ITACOATIARA,2023-10-27,2233,557
510,ITACOATIARA,2023-07-21,2187,572
510,ITACOATIARA,2023-06-15,1760,471
510,ITACOATIARA,2025-04-16,1932,434
510,ITACOATIARA,2024-12-03,2624,629
510,ITACOATIARA,2023-12-28,2649,705
510,ITACOATIARA,2024-01-28,478,122
510,ITACOATIARA,2025-05-29,3139,956
510,ITACOATIARA,2025-06-08,578,192
510,ITACOATIARA,2022-12-26,3051,891
510,ITACOATIARA,2022-07-26,1979,513
510,ITACOATIARA,2025-01-05,577,188
510,ITACOATIARA,2025-04-21,1316,324
510,ITACOATIARA,2024-07-05,2725,717
510,ITACOATIARA,2025-07-31,3153,803
510,ITACOATIARA,2022-08-30,2406,688
510,ITACOATIARA,2025-02-15,2361,547
510,ITACOATIARA,2022-11-10,2251,594
510,ITACOATIARA,2025-03-20,1958,478
510,ITACOATIARA,2023-04-22,1709,506
510,ITACOATIARA,2023-03-16,1505,379
510,ITACOATIARA,2024-02-21,1941,560
510,ITACOATIARA,2024-09-07,1095,274
510,ITACOATIARA,2024-09-25,1742,380
510,ITACOATIARA,2024-05-27,2132,576
510,ITACOATIARA,2024-05-03,2895,832
510,ITACOATIARA,2023-09-02,2105,661
510,ITACOATIARA,2024-02-03,1902,531
510,ITACOATIARA,2025-08-22,1826,413
510,ITACOATIARA,2022-07-29,3632,1113
510,ITACOATIARA,2023-02-27,3316,814
510,ITACOATIARA,2024-10-22,1513,374
510,ITACOATIARA,2023-09-10,566,188
510,ITACOATIARA,2024-12-07,2279,605
510,ITACOATIARA,2024-01-24,1776,436
510,ITACOATIARA,2024-07-14,544,164
510,ITACOATIARA,2023-09-21,1994,503
510,ITACOATIARA,2023-04-06,2665,742
510,ITACOATIARA,2023-03-27,2397,532
510,ITACOATIARA,2024-10-12,2042,613
510,ITACOATIARA,2025-07-04,2045,510
510,ITACOATIARA,2025-08-17,571,180
510,ITACOATIARA,2022-08-14,612,222
510,ITACOATIARA,2022-07-16,1617,443
510,ITACOATIARA,2025-01-13,1894,505
510,ITACOATIARA,2023-11-22,2095,514
510,ITACOATIARA,2023-03-23,2175,496
510,ITACOATIARA,2024-11-03,997,282
510,ITACOATIARA,2024-07-22,0,500
510,ITACOATIARA,2025-04-05,2347,625
510,ITACOATIARA,2022-08-18,2091,528
510,ITACOATIARA,2023-02-08,2531,609
510,ITACOATIARA,2022-07-25,2213,542
510,ITACOATIARA,2023-04-16,535,188
510,ITACOATIARA,2024-03-12,1772,406
510,ITACOATIARA,2024-12-01,886,244
510,ITACOATIARA,2025-08-12,1726,415
510,ITACOATIARA,2024-12-27,2740,697
510,ITACOATIARA,2023-04-18,1960,465
510,ITACOATIARA,2024-04-13,1488,357
510,ITACOATIARA,2024-06-26,2497,591
510,ITACOATIARA,2023-10-28,1846,520
510,ITACOATIARA,2023-10-13,1965,476
510,ITACOATIARA,2025-06-06,2739,650
510,ITACOATIARA,2023-08-07,3066,766
510,ITACOATIARA,2023-09-12,1842,440
510,ITACOATIARA,2023-07-14,1817,462
510,ITACOATIARA,2024-02-16,2502,553
510,ITACOATIARA,2025-08-23,1553,465
510,ITACOATIARA,2023-07-31,4326,1157
510,ITACOATIARA,2024-09-09,3572,815
510,ITACOATIARA,2024-04-18,1788,448
510,ITACOATIARA,2024-11-09,2564,776
510,ITACOATIARA,2025-06-16,1990,498
510,ITACOATIARA,2023-02-02,3126,901
510,ITACOATIARA,2023-12-23,2970,842
510,ITACOATIARA,2024-10-14,1877,473
510,ITACOATIARA,2024-08-03,2040,577
510,ITACOATIARA,2025-05-13,1796,454
510,ITACOATIARA,2023-09-18,1974,473
510,ITACOATIARA,2023-04-24,2504,694
510,ITACOATIARA,2024-12-15,615,170
510,ITACOATIARA,2024-10-20,698,59
510,ITACOATIARA,2022-07-15,1745,475
510,ITACOATIARA,2025-03-04,1413,320
510,ITACOATIARA,2023-04-25,1062,261
510,ITACOATIARA,2024-03-16,1622,405
510,ITACOATIARA,2024-08-16,1660,380
510,ITACOATIARA,2024-05-22,1497,439
510,ITACOATIARA,2025-06-05,2493,647
510,ITACOATIARA,2024-07-15,1972,428
510,ITACOATIARA,2024-05-31,3840,1171
510,ITACOATIARA,2025-05-04,677,201
510,ITACOATIARA,2023-12-02,2235,635
510,ITACOATIARA,2023-12-30,2505,582
510,ITACOATIARA,2023-09-13,1724,413
510,ITACOATIARA,2023-04-29,2797,871
510,ITACOATIARA,2024-01-03,2371,602
510,ITACOATIARA,2025-04-07,2922,700
510,ITACOATIARA,2022-08-10,2411,563
510,ITACOATIARA,2023-08-11,1969,479
510,ITACOATIARA,2023-04-30,892,312
510,ITACOATIARA,2024-03-05,2623,649
510,ITACOATIARA,2024-09-27,2764,764
510,ITACOATIARA,2023-04-05,2499,629
510,ITACOATIARA,2024-04-25,1089,256
510,ITACOATIARA,2024-07-21,0,133
510,ITACOATIARA,2024-06-10,2620,637
510,ITACOATIARA,2024-02-18,421,103
510,ITACOATIARA,2022-10-30,753,187
510,ITACOATIARA,2022-10-19,2348,511
510,ITACOATIARA,2025-04-25,2571,591
510,ITACOATIARA,2022-11-17,2394,578
510,ITACOATIARA,2022-09-09,2627,746
510,ITACOATIARA,2023-10-21,2171,594
510,ITACOATIARA,2023-07-11,1897,441
510,ITACOATIARA,2024-04-14,492,172
510,ITACOATIARA,2025-05-21,1885,410
510,ITACOATIARA,2025-08-25,1868,480
510,ITACOATIARA,2024-12-06,2564,641
510,ITACOATIARA,2023-05-02,3605,884
510,ITACOATIARA,2022-08-27,1677,468
510,ITACOATIARA,2023-02-09,1936,470
510,ITACOATIARA,2023-01-07,2387,652
510,ITACOATIARA,2022-07-28,2290,641
510,ITACOATIARA,2022-09-11,596,178
510,ITACOATIARA,2023-09-23,1632,463
510,ITACOATIARA,2023-08-23,2055,540
510,ITACOATIARA,2024-01-15,1919,513
510,ITACOATIARA,2024-04-08,2579,651
510,ITACOATIARA,2024-11-28,2696,726
510,ITACOATIARA,2022-09-29,3343,810
510,ITACOATIARA,2023-10-17,1635,350
510,ITACOATIARA,2025-02-20,2008,507
